procedure_code,description,procedure_group
22630,Lumbar spine fusion,Surgery
22632,"Spine fusion, extra segment",Surgery
22800,Fusion of spine,Surgery
22802,Fusion of spine,Surgery
22804,Fusion of spine,Surgery
22808,Fusion of spine,Surgery
22810,Fusion of spine,Surgery
22812,Fusion of spine,Surgery
22818,"Kyphectomy, 1-2 segments",Surgery
22819,"Kyphectomy, 3 or more",Surgery
22830,Exploration of spinal fusion,Surgery
22840,Insert spine fixation device,Surgery
22841,Insert spine fixation device,Surgery
22842,Insert spine fixation device,Surgery
22843,Insert spine fixation device,Surgery
22844,Insert spine fixation device,Surgery
22845,Insert spine fixation device,Surgery
22846,Insert spine fixation device,Surgery
22847,Insert spine fixation device,Surgery
22848,Insert pelv fixation device,Surgery
22849,Reinsert spinal fixation,Surgery
22850,Remove spine fixation device,Surgery
22851,Apply spine prosth device,Surgery
22852,Remove spine fixation device,Surgery
22855,Remove spine fixation device,Surgery
22899,Spine surgery procedure,Surgery
22900,Remove abdominal wall lesion,Surgery
22999,Abdomen surgery procedure,Surgery
23000,Removal of calcium deposits,Surgery
23020,Release shoulder joint,Surgery
23030,Drain shoulder lesion,Surgery
23031,Drain shoulder bursa,Surgery
23035,Drain shoulder bone lesion,Surgery
23040,Exploratory shoulder surgery,Surgery
23044,Exploratory shoulder surgery,Surgery
23065,Biopsy shoulder tissues,Surgery
23066,Biopsy shoulder tissues,Surgery
23075,Removal of shoulder lesion,Surgery
23076,Removal of shoulder lesion,Surgery
23077,Remove tumor of shoulder,Surgery
23100,Biopsy of shoulder joint,Surgery
23101,Shoulder joint surgery,Surgery
23105,Remove shoulder joint lining,Surgery
23106,Incision of collarbone joint,Surgery
23107,Explore treat shoulder joint,Surgery
23120,"Partial removal, collar bone",Surgery
23125,Removal of collar bone,Surgery
23130,"Remove shoulder bone, part",Surgery
23140,Removal of bone lesion,Surgery
23145,Removal of bone lesion,Surgery
23146,Removal of bone lesion,Surgery
23150,Removal of humerus lesion,Surgery
23155,Removal of humerus lesion,Surgery
23156,Removal of humerus lesion,Surgery
23170,Remove collar bone lesion,Surgery
23172,Remove shoulder blade lesion,Surgery
23174,Remove humerus lesion,Surgery
23180,Remove collar bone lesion,Surgery
23182,Remove shoulder blade lesion,Surgery
23184,Remove humerus lesion,Surgery
23190,Partial removal of scapula,Surgery
23195,Removal of head of humerus,Surgery
23200,Removal of collar bone,Surgery
23210,Removal of shoulder blade,Surgery
23220,Partial removal of humerus,Surgery
23221,Partial removal of humerus,Surgery
23222,Partial removal of humerus,Surgery
23330,Remove shoulder foreign body,Surgery
23331,Remove shoulder foreign body,Surgery
23332,Remove shoulder foreign body,Surgery
23350,Injection for shoulder x-ray,Surgery
23395,"Muscle transfer,shoulder/arm",Surgery
23397,Muscle transfers,Surgery
23400,Fixation of shoulder blade,Surgery
23405,Incision of tendon & muscle,Surgery
23406,Incise tendon(s) & muscle(s),Surgery
23410,"Repair rotator cuff, acute",Surgery
23412,"Repair rotator cuff, chronic",Surgery
23415,Release of shoulder ligament,Surgery
23420,Repair of shoulder,Surgery
23430,Repair biceps tendon,Surgery
23440,Remove/transplant tendon,Surgery
23450,Repair shoulder capsule,Surgery
23455,Repair shoulder capsule,Surgery
23460,Repair shoulder capsule,Surgery
23462,Repair shoulder capsule,Surgery
23465,Repair shoulder capsule,Surgery
23466,Repair shoulder capsule,Surgery
23470,Reconstruct shoulder joint,Surgery
23472,Reconstruct shoulder joint,Surgery
23480,Revision of collar bone,Surgery
23485,Revision of collar bone,Surgery
23490,Reinforce clavicle,Surgery
23491,Reinforce shoulder bones,Surgery
23500,Treat clavicle fracture,Surgery
23505,Treat clavicle fracture,Surgery
23515,Treat clavicle fracture,Surgery
23520,Treat clavicle dislocation,Surgery
23525,Treat clavicle dislocation,Surgery
23530,Treat clavicle dislocation,Surgery
23532,Treat clavicle dislocation,Surgery
23540,Treat clavicle dislocation,Surgery
23545,Treat clavicle dislocation,Surgery
23550,Treat clavicle dislocation,Surgery
23552,Treat clavicle dislocation,Surgery
23570,Treat shoulder blade fx,Surgery
23575,Treat shoulder blade fx,Surgery
23585,Treat scapula fracture,Surgery
23600,Treat humerus fracture,Surgery
23605,Treat humerus fracture,Surgery
23615,Treat humerus fracture,Surgery
23616,Treat humerus fracture,Surgery
23620,Treat humerus fracture,Surgery
23625,Treat humerus fracture,Surgery
23630,Treat humerus fracture,Surgery
23650,Treat shoulder dislocation,Surgery
23655,Treat shoulder dislocation,Surgery
23660,Treat shoulder dislocation,Surgery
23665,Treat dislocation/fracture,Surgery
23670,Treat dislocation/fracture,Surgery
23675,Treat dislocation/fracture,Surgery
23680,Treat dislocation/fracture,Surgery
23700,Fixation of shoulder,Surgery
23800,Fusion of shoulder joint,Surgery
23802,Fusion of shoulder joint,Surgery
23900,Amputation of arm & girdle,Surgery
23920,Amputation at shoulder joint,Surgery
23921,Amputation follow-up surgery,Surgery
23929,Shoulder surgery procedure,Surgery
23930,Drainage of arm lesion,Surgery
23931,Drainage of arm bursa,Surgery
23935,Drain arm/elbow bone lesion,Surgery
24000,Exploratory elbow surgery,Surgery
24006,Release elbow joint,Surgery
24065,Biopsy arm/elbow soft tissue,Surgery
24066,Biopsy arm/elbow soft tissue,Surgery
24075,Remove arm/elbow lesion,Surgery
24076,Remove arm/elbow lesion,Surgery
24077,Remove tumor of arm/elbow,Surgery
24100,Biopsy elbow joint lining,Surgery
24101,Explore/treat elbow joint,Surgery
24102,Remove elbow joint lining,Surgery
24105,Removal of elbow bursa,Surgery
24110,Remove humerus lesion,Surgery
24115,Remove/graft bone lesion,Surgery
24116,Remove/graft bone lesion,Surgery
24120,Remove elbow lesion,Surgery
24125,Remove/graft bone lesion,Surgery
24126,Remove/graft bone lesion,Surgery
24130,Removal of head of radius,Surgery
24134,Removal of arm bone lesion,Surgery
24136,Remove radius bone lesion,Surgery
24138,Remove elbow bone lesion,Surgery
24140,Partial removal of arm bone,Surgery
24145,Partial removal of radius,Surgery
24147,Partial removal of elbow,Surgery
24149,Radical resection of elbow,Surgery
24150,Extensive humerus surgery,Surgery
24151,Extensive humerus surgery,Surgery
24152,Extensive radius surgery,Surgery
24153,Extensive radius surgery,Surgery
24155,Removal of elbow joint,Surgery
24160,Remove elbow joint implant,Surgery
24164,Remove radius head implant,Surgery
24200,Removal of arm foreign body,Surgery
24201,Removal of arm foreign body,Surgery
24220,Injection for elbow x-ray,Surgery
24300,Manipulate elbow w/anesth,Surgery
24301,Muscle/tendon transfer,Surgery
24305,Arm tendon lengthening,Surgery
24310,Revision of arm tendon,Surgery
24320,Repair of arm tendon,Surgery
24330,Revision of arm muscles,Surgery
24331,Revision of arm muscles,Surgery
24332,"Tenolysis, triceps",Surgery
24340,Repair of biceps tendon,Surgery
24341,Repair arm tendon/muscle,Surgery
24342,Repair of ruptured tendon,Surgery
24343,Repr elbow lat ligmnt w/tiss,Surgery
24344,Reconstruct elbow lat ligmnt,Surgery
24345,Repr elbw med ligmnt w/tissu,Surgery
24346,Reconstruct elbow med ligmnt,Surgery
24350,Repair of tennis elbow,Surgery
24351,Repair of tennis elbow,Surgery
24352,Repair of tennis elbow,Surgery
24354,Repair of tennis elbow,Surgery
24356,Revision of tennis elbow,Surgery
24360,Reconstruct elbow joint,Surgery
24361,Reconstruct elbow joint,Surgery
24362,Reconstruct elbow joint,Surgery
24363,Replace elbow joint,Surgery
24365,Reconstruct head of radius,Surgery
24366,Reconstruct head of radius,Surgery
24400,Revision of humerus,Surgery
24410,Revision of humerus,Surgery
24420,Revision of humerus,Surgery
24430,Repair of humerus,Surgery
24435,Repair humerus with graft,Surgery
24470,Revision of elbow joint,Surgery
24495,Decompression of forearm,Surgery
24498,Reinforce humerus,Surgery
24500,Treat humerus fracture,Surgery
24505,Treat humerus fracture,Surgery
24515,Treat humerus fracture,Surgery
24516,Treat humerus fracture,Surgery
24530,Treat humerus fracture,Surgery
24535,Treat humerus fracture,Surgery
24538,Treat humerus fracture,Surgery
24545,Treat humerus fracture,Surgery
24546,Treat humerus fracture,Surgery
24560,Treat humerus fracture,Surgery
24565,Treat humerus fracture,Surgery
24566,Treat humerus fracture,Surgery
24575,Treat humerus fracture,Surgery
24576,Treat humerus fracture,Surgery
24577,Treat humerus fracture,Surgery
24579,Treat humerus fracture,Surgery
24582,Treat humerus fracture,Surgery
24586,Treat elbow fracture,Surgery
24587,Treat elbow fracture,Surgery
24600,Treat elbow dislocation,Surgery
24605,Treat elbow dislocation,Surgery
24615,Treat elbow dislocation,Surgery
24620,Treat elbow fracture,Surgery
24635,Treat elbow fracture,Surgery
24640,Treat elbow dislocation,Surgery
24650,Treat radius fracture,Surgery
24655,Treat radius fracture,Surgery
24665,Treat radius fracture,Surgery
24666,Treat radius fracture,Surgery
24670,Treat ulnar fracture,Surgery
24675,Treat ulnar fracture,Surgery
24685,Treat ulnar fracture,Surgery
24800,Fusion of elbow joint,Surgery
24802,Fusion/graft of elbow joint,Surgery
24900,Amputation of upper arm,Surgery
24920,Amputation of upper arm,Surgery
24925,Amputation follow-up surgery,Surgery
24930,Amputation follow-up surgery,Surgery
24931,Amputate upper arm & implant,Surgery
24935,Revision of amputation,Surgery
24940,Revision of upper arm,Surgery
24999,Upper arm/elbow surgery,Surgery
25000,Incision of tendon sheath,Surgery
25001,Incise flexor carpi radialis,Surgery
25020,Decompress forearm 1 space,Surgery
25023,Decompress forearm 1 space,Surgery
25024,Decompress forearm 2 spaces,Surgery
25025,Decompress forearm 2 spaces,Surgery
25028,Drainage of forearm lesion,Surgery
25031,Drainage of forearm bursa,Surgery
25035,Treat forearm bone lesion,Surgery
25040,Explore/treat wrist joint,Surgery
25065,Biopsy forearm soft tissues,Surgery
25066,Biopsy forearm soft tissues,Surgery
25075,Removal forearm lesion subcu,Surgery
25076,Removal forearm lesion deep,Surgery
25077,"Remove tumor, forearm/wrist",Surgery
25085,Incision of wrist capsule,Surgery
25100,Biopsy of wrist joint,Surgery
25101,Explore/treat wrist joint,Surgery
25105,Remove wrist joint lining,Surgery
25107,Remove wrist joint cartilage,Surgery
25110,Remove wrist tendon lesion,Surgery
25111,Remove wrist tendon lesion,Surgery
25112,Reremove wrist tendon lesion,Surgery
25115,Remove wrist/forearm lesion,Surgery
25116,Remove wrist/forearm lesion,Surgery
25118,Excise wrist tendon sheath,Surgery
25119,Partial removal of ulna,Surgery
25120,Removal of forearm lesion,Surgery
25125,Remove/graft forearm lesion,Surgery
25126,Remove/graft forearm lesion,Surgery
25130,Removal of wrist lesion,Surgery
25135,Remove & graft wrist lesion,Surgery
25136,Remove & graft wrist lesion,Surgery
25145,Remove forearm bone lesion,Surgery
25150,Partial removal of ulna,Surgery
25151,Partial removal of radius,Surgery
25170,Extensive forearm surgery,Surgery
25210,Removal of wrist bone,Surgery
25215,Removal of wrist bones,Surgery
25230,Partial removal of radius,Surgery
25240,Partial removal of ulna,Surgery
25246,Injection for wrist x-ray,Surgery
25248,Remove forearm foreign body,Surgery
25250,Removal of wrist prosthesis,Surgery
25251,Removal of wrist prosthesis,Surgery
25259,Manipulate wrist w/anesthes,Surgery
25260,Repair forearm tendon/muscle,Surgery
25263,Repair forearm tendon/muscle,Surgery
25265,Repair forearm tendon/muscle,Surgery
25270,Repair forearm tendon/muscle,Surgery
25272,Repair forearm tendon/muscle,Surgery
25274,Repair forearm tendon/muscle,Surgery
25275,Repair forearm tendon sheath,Surgery
25280,Revise wrist/forearm tendon,Surgery
25290,Incise wrist/forearm tendon,Surgery
25295,Release wrist/forearm tendon,Surgery
25300,Fusion of tendons at wrist,Surgery
25301,Fusion of tendons at wrist,Surgery
25310,Transplant forearm tendon,Surgery
25312,Transplant forearm tendon,Surgery
25315,Revise palsy hand tendon(s),Surgery
25316,Revise palsy hand tendon(s),Surgery
25320,Repair/revise wrist joint,Surgery
25332,Revise wrist joint,Surgery
25335,Realignment of hand,Surgery
25337,Reconstruct ulna/radioulnar,Surgery
25350,Revision of radius,Surgery
25355,Revision of radius,Surgery
25360,Revision of ulna,Surgery
25365,Revise radius & ulna,Surgery
25370,Revise radius or ulna,Surgery
25375,Revise radius & ulna,Surgery
25390,Shorten radius or ulna,Surgery
25391,Lengthen radius or ulna,Surgery
25392,Shorten radius & ulna,Surgery
25393,Lengthen radius & ulna,Surgery
25394,"Repair carpal bone, shorten",Surgery
25400,Repair radius or ulna,Surgery
25405,Repair/graft radius or ulna,Surgery
25415,Repair radius & ulna,Surgery
25420,Repair/graft radius & ulna,Surgery
25425,Repair/graft radius or ulna,Surgery
25426,Repair/graft radius & ulna,Surgery
25430,Vasc graft into carpal bone,Surgery
25431,Repair nonunion carpal bone,Surgery
25440,Repair/graft wrist bone,Surgery
25441,Reconstruct wrist joint,Surgery
25442,Reconstruct wrist joint,Surgery
25443,Reconstruct wrist joint,Surgery
25444,Reconstruct wrist joint,Surgery
25445,Reconstruct wrist joint,Surgery
25446,Wrist replacement,Surgery
25447,Repair wrist joint(s),Surgery
25449,Remove wrist joint implant,Surgery
25450,Revision of wrist joint,Surgery
25455,Revision of wrist joint,Surgery
25490,Reinforce radius,Surgery
25491,Reinforce ulna,Surgery
25492,Reinforce radius and ulna,Surgery
25500,Treat fracture of radius,Surgery
25505,Treat fracture of radius,Surgery
25515,Treat fracture of radius,Surgery
25520,Treat fracture of radius,Surgery
25525,Treat fracture of radius,Surgery
25526,Treat fracture of radius,Surgery
25530,Treat fracture of ulna,Surgery
25535,Treat fracture of ulna,Surgery
25545,Treat fracture of ulna,Surgery
25560,Treat fracture radius & ulna,Surgery
25565,Treat fracture radius & ulna,Surgery
25574,Treat fracture radius & ulna,Surgery
25575,Treat fracture radius/ulna,Surgery
25600,Treat fracture radius/ulna,Surgery
25605,Treat fracture radius/ulna,Surgery
25611,Treat fracture radius/ulna,Surgery
25620,Treat fracture radius/ulna,Surgery
25622,Treat wrist bone fracture,Surgery
25624,Treat wrist bone fracture,Surgery
25628,Treat wrist bone fracture,Surgery
25630,Treat wrist bone fracture,Surgery
25635,Treat wrist bone fracture,Surgery
25645,Treat wrist bone fracture,Surgery
25650,Treat wrist bone fracture,Surgery
25651,Pin ulnar styloid fracture,Surgery
25652,Treat fracture ulnar styloid,Surgery
25660,Treat wrist dislocation,Surgery
25670,Treat wrist dislocation,Surgery
25671,Pin radioulnar dislocation,Surgery
25675,Treat wrist dislocation,Surgery
25676,Treat wrist dislocation,Surgery
25680,Treat wrist fracture,Surgery
25685,Treat wrist fracture,Surgery
25690,Treat wrist dislocation,Surgery
25695,Treat wrist dislocation,Surgery
25800,Fusion of wrist joint,Surgery
25805,Fusion/graft of wrist joint,Surgery
25810,Fusion/graft of wrist joint,Surgery
25820,Fusion of hand bones,Surgery
25825,Fuse hand bones with graft,Surgery
25830,"Fusion, radioulnar jnt/ulna",Surgery
25900,Amputation of forearm,Surgery
25905,Amputation of forearm,Surgery
25907,Amputation follow-up surgery,Surgery
25909,Amputation follow-up surgery,Surgery
25915,Amputation of forearm,Surgery
25920,Amputate hand at wrist,Surgery
25922,Amputate hand at wrist,Surgery
25924,Amputation follow-up surgery,Surgery
25927,Amputation of hand,Surgery
25929,Amputation follow-up surgery,Surgery
25931,Amputation follow-up surgery,Surgery
25999,Forearm or wrist surgery,Surgery
26010,Drainage of finger abscess,Surgery
26011,Drainage of finger abscess,Surgery
26020,Drain hand tendon sheath,Surgery
26025,Drainage of palm bursa,Surgery
26030,Drainage of palm bursa(s),Surgery
26034,Treat hand bone lesion,Surgery
26035,Decompress fingers/hand,Surgery
26037,Decompress fingers/hand,Surgery
26040,Release palm contracture,Surgery
26045,Release palm contracture,Surgery
26055,Incise finger tendon sheath,Surgery
26060,Incision of finger tendon,Surgery
26070,Explore/treat hand joint,Surgery
26075,Explore/treat finger joint,Surgery
26080,Explore/treat finger joint,Surgery
26100,Biopsy hand joint lining,Surgery
26105,Biopsy finger joint lining,Surgery
26110,Biopsy finger joint lining,Surgery
26115,Removal hand lesion subcut,Surgery
26116,"Removal hand lesion, deep",Surgery
26117,"Remove tumor, hand/finger",Surgery
26121,Release palm contracture,Surgery
26123,Release palm contracture,Surgery
26125,Release palm contracture,Surgery
26130,Remove wrist joint lining,Surgery
26135,"Revise finger joint, each",Surgery
26140,"Revise finger joint, each",Surgery
26145,"Tendon excision, palm/finger",Surgery
26160,Remove tendon sheath lesion,Surgery
26170,"Removal of palm tendon, each",Surgery
26180,Removal of finger tendon,Surgery
26185,Remove finger bone,Surgery
26200,Remove hand bone lesion,Surgery
26205,Remove/graft bone lesion,Surgery
26210,Removal of finger lesion,Surgery
26215,Remove/graft finger lesion,Surgery
26230,Partial removal of hand bone,Surgery
26235,"Partial removal, finger bone",Surgery
26236,"Partial removal, finger bone",Surgery
26250,Extensive hand surgery,Surgery
26255,Extensive hand surgery,Surgery
26260,Extensive finger surgery,Surgery
26261,Extensive finger surgery,Surgery
26262,Partial removal of finger,Surgery
26320,Removal of implant from hand,Surgery
26340,Manipulate finger w/anesth,Surgery
26350,Repair finger/hand tendon,Surgery
